legal_articles,old_category,new_category,rule_applied
《黑龙江省建设工程安全生产管理办法》第十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《黑龙江省建设工程安全生产管理办法》第二十九条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第七十八条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第七十三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《黑龙江省土地管理条例》第二十五条,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《黑龙江省土地管理条例》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《建设工程质量管理条例》第七章第四十九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第七十三条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《高照街道土地利用总体规划（2006年-2020年）》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《高炉炉体水系统施工、打压、冲洗方案》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第58条第1款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第57条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第279号）第五十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第279号)第五十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例(2019修订)》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第三十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十九条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十八条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
(《建设工程质量管理条例》第五十七条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
依《建筑工程施工许可管理办法》第十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《龙湾中心城区土地利用总体规划（2006-2020年）》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《龙湾中心城区土地利用总体规划(2006-2020年)》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《建设工程质量管理条例》第二十八条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十八条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《龙泉市人民政府关于同意台风后电网补强项目（花桥118线与泗源114线）联络工程“9.14”触电事故调查报告的批复》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第三十六条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《龙岩市住房和城乡建设局龙岩市市场监督管理局关于龙岩市房地产市场专项执法检查结果的通报》,建设工程与房地产,房地产/土地,分类拆分: 建设工程与房地产 -> 房地产/土地
《建设工程质量管理条例》第二十五条第二款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十五条第三款的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十五条第三款之规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十五条第三款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十五条、第六十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十九条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量管理条例》第二十九条、第三十一条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量竣工验收结论意见》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程质量检测管理办法》第十八条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程竣工规划条件核实测量报告书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程竣工规划条件核实测量报告》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程监理旁站管理规定》第二十八条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程特征造价参考指标一览表》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程测量技术报告书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程智联检测管理办法》第二十九条的第三款、第七款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工违法侵蚀等违法行为认定查处管理办法(试行)》第七条第三项,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工转包违法分包等违法行为认定查处管理办法》第九条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工许可证管理办法》第十二条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工许可证》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程规划竣工测量报告》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工许可管理办法》第十二条和第十五条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《陕西省建设工程质量和安全生产管理条例》第十五条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《陕西省建设工程质量和安全生产管理条例》第三十六条,建设工程与房地产,安全生产,关键词覆盖: 安全生产管理条例 -> 安全生产
《建设工程施工许可管理办法》第三条第一款,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工许可管理办法》第三条的规定,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工许可管理办法》第三条,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工现场安全防护标准》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工现场安全资料管理规程》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工承包合同》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工安全隐患限期整改通知书》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
《建设工程施工安全隐患整改完成报告》,建设工程与房地产,建设工程,分类拆分: 建设工程与房地产 -> 建设工程
